XRP,,,,LTC,,,,BTC,,,,ETH,,,,,,,,
Date,Open,,,Date,Open,,,Date,Open,,,Date,Open,,,,XRP,LTC,BTC,ETH
5/6/2018,0.904235,0.393145652,,5/6/2018,178.02,0.768420598,,5/6/2018,9845.31,0.6976453,,5/6/2018,816.09,1.079826929,,5/6/2018,0.393145652,0.768420598,0.6976453,1.079826929
5/7/2018,0.871214,0.378788696,,5/7/2018,171.76,0.741399404,,5/7/2018,9645.67,0.683498675,,5/7/2018,793.34,1.04972478,,5/7/2018,0.378788696,0.741399404,0.683498675,1.04972478
5/8/2018,0.833086,0.362211304,,5/8/2018,164.83,0.711486166,,5/8/2018,9380.87,0.664734768,,5/8/2018,755.01,0.999007621,,5/8/2018,0.362211304,0.711486166,0.664734768,0.999007621
5/9/2018,0.813393,0.35364913,,5/9/2018,159.62,0.688997281,,5/9/2018,9223.73,0.653599722,,5/9/2018,752.9,0.99621573,,5/9/2018,0.35364913,0.688997281,0.653599722,0.99621573
5/10/2018,0.803212,0.349222609,,5/10/2018,157.15,0.678335564,,5/10/2018,9325.96,0.660843809,,5/10/2018,752.58,0.995792315,,5/10/2018,0.349222609,0.678335564,0.660843809,0.995792315
5/11/2018,0.756578,0.328946957,,5/11/2018,149.44,0.645055467,,5/11/2018,9052.96,0.641498845,,5/11/2018,727.01,0.961958823,,5/11/2018,0.328946957,0.645055467,0.641498845,0.961958823
5/12/2018,0.685772,0.298161739,,5/12/2018,137.26,0.592480684,,5/12/2018,8441.44,0.598166126,,5/12/2018,679.88,0.899597756,,5/12/2018,0.298161739,0.592480684,0.598166126,0.899597756
5/13/2018,0.698085,0.303515217,,5/13/2018,141.8,0.612077524,,5/13/2018,8515.49,0.603413359,,5/13/2018,687.17,0.909243675,,5/13/2018,0.303515217,0.612077524,0.603413359,0.909243675
5/14/2018,0.744701,0.323783043,,5/14/2018,144.62,0.624250011,,5/14/2018,8713.1,0.617416136,,5/14/2018,732.73,0.969527363,,5/14/2018,0.323783043,0.624250011,0.617416136,0.969527363
5/15/2018,0.738938,0.321277391,,5/15/2018,147.49,0.636638322,,5/15/2018,8705.19,0.616855628,,5/15/2018,731.14,0.967423521,,5/15/2018,0.321277391,0.636638322,0.616855628,0.967423521
5/16/2018,0.69592,0.302573913,,5/16/2018,139.65,0.602797082,,5/16/2018,8504.41,0.602628222,,5/16/2018,708.09,0.93692442,,5/16/2018,0.302573913,0.602797082,0.602628222,0.93692442
5/17/2018,0.713388,0.310168696,,5/17/2018,139.56,0.602408598,,5/17/2018,8370.05,0.593107382,,5/17/2018,708.72,0.937758018,,5/17/2018,0.310168696,0.602408598,0.593107382,0.937758018
5/18/2018,0.6654,0.289304348,,5/18/2018,132.7,0.572797514,,5/18/2018,8091.83,0.573392526,,5/18/2018,672.1,0.889303483,,5/18/2018,0.289304348,0.572797514,0.573392526,0.889303483
5/19/2018,0.680759,0.295982174,,5/19/2018,135.97,0.586912419,,5/19/2018,8255.73,0.58500659,,5/19/2018,695.07,0.919696729,,5/19/2018,0.295982174,0.586912419,0.58500659,0.919696729
5/20/2018,0.677258,0.29446,,5/20/2018,135.27,0.583890879,,5/20/2018,8246.99,0.584387268,,5/20/2018,697.92,0.923467768,,5/20/2018,0.29446,0.583890879,0.584387268,0.923467768
5/21/2018,0.700441,0.304539565,,5/21/2018,139.64,0.602753917,,5/21/2018,8522.33,0.603898046,,5/21/2018,717.19,0.94896528,,5/21/2018,0.304539565,0.602753917,0.603898046,0.94896528
5/22/2018,0.682151,0.296587391,,5/22/2018,134.26,0.57953123,,5/22/2018,8419.87,0.596637661,,5/22/2018,700.18,0.926458135,,5/22/2018,0.296587391,0.57953123,0.596637661,0.926458135
5/23/2018,0.648634,0.282014783,,5/23/2018,128.81,0.556006388,,5/23/2018,8037.08,0.569512904,,5/23/2018,646.67,0.855655234,,5/23/2018,0.282014783,0.556006388,0.569512904,0.855655234
5/24/2018,0.599207,0.260524783,,5/24/2018,119.19,0.514481806,,5/24/2018,7561.12,0.535786057,,5/24/2018,584.54,0.773446597,,5/24/2018,0.260524783,0.514481806,0.535786057,0.773446597
5/25/2018,0.632924,0.275184348,,5/25/2018,122.56,0.529028359,,5/25/2018,7592.3,0.537995493,,5/25/2018,602.14,0.796734413,,5/25/2018,0.275184348,0.529028359,0.537995493,0.796734413
5/26/2018,0.610118,0.265268696,,5/26/2018,119.35,0.515172444,,5/26/2018,7486.48,0.530497017,,5/26/2018,587.43,0.777270562,,5/26/2018,0.265268696,0.515172444,0.530497017,0.777270562
5/27/2018,0.61204,0.266104348,,5/27/2018,118.5,0.511503432,,5/27/2018,7362.08,0.521681949,,5/27/2018,588.52,0.778712819,,5/27/2018,0.266104348,0.511503432,0.521681949,0.778712819
5/28/2018,0.608368,0.264507826,,5/28/2018,117.93,0.509043035,,5/28/2018,7371.31,0.522335993,,5/28/2018,573.04,0.758230126,,5/28/2018,0.264507826,0.509043035,0.522335993,0.758230126
5/29/2018,0.556084,0.241775652,,5/29/2018,111.84,0.482755644,,5/29/2018,7129.46,0.505198339,,5/29/2018,516.15,0.682954906,,5/29/2018,0.241775652,0.482755644,0.505198339,0.682954906
5/30/2018,0.603769,0.262508261,,5/30/2018,119.54,0.515992576,,5/30/2018,7469.73,0.5293101,,5/30/2018,566.83,0.750013232,,5/30/2018,0.262508261,0.515992576,0.5293101,0.750013232
5/31/2018,0.603452,0.262370435,,5/31/2018,117.32,0.50640998,,5/31/2018,7406.15,0.524804779,,5/31/2018,558.5,0.738991214,,5/31/2018,0.262370435,0.50640998,0.524804779,0.738991214
6/1/2018,0.612893,0.266475217,,6/1/2018,118.03,0.509474684,,6/1/2018,7500.7,0.531504656,,6/1/2018,578.67,0.765679581,,6/1/2018,0.266475217,0.509474684,0.531504656,0.765679581
6/2/2018,0.623462,0.271070435,,6/2/2018,119.83,0.517244356,,6/2/2018,7536.72,0.534057057,,6/2/2018,580.43,0.768008362,,6/2/2018,0.271070435,0.517244356,0.534057057,0.768008362
6/3/2018,0.643412,0.279744348,,6/3/2018,123.28,0.532136228,,6/3/2018,7632.09,0.540815039,,6/3/2018,591.26,0.782338308,,6/3/2018,0.279744348,0.532136228,0.540815039,0.782338308
6/4/2018,0.692466,0.301072174,,6/4/2018,125.21,0.540467044,,6/4/2018,7722.53,0.547223679,,6/4/2018,619.44,0.819625278,,6/4/2018,0.301072174,0.540467044,0.547223679,0.819625278
6/5/2018,0.661898,0.287781739,,6/5/2018,119.9,0.51754651,,6/5/2018,7500.9,0.531518828,,6/5/2018,593.41,0.785183127,,6/5/2018,0.287781739,0.51754651,0.531518828,0.785183127
6/6/2018,0.677901,0.294739565,,6/6/2018,121.89,0.526136315,,6/6/2018,7625.97,0.540381372,,6/6/2018,610.26,0.807478565,,6/6/2018,0.294739565,0.526136315,0.540381372,0.807478565
6/7/2018,0.675313,0.293614348,,6/7/2018,121.34,0.523762248,,6/7/2018,7650.82,0.54214226,,6/7/2018,607.69,0.804078014,,6/7/2018,0.293614348,0.523762248,0.54214226,0.804078014
6/8/2018,0.677586,0.294602609,,6/8/2018,121.52,0.524539215,,6/8/2018,7685.14,0.544574198,,6/8/2018,605.44,0.801100879,,6/8/2018,0.294602609,0.524539215,0.544574198,0.801100879
6/9/2018,0.674778,0.293381739,,6/9/2018,120.11,0.518452972,,6/9/2018,7632.52,0.54084551,,6/9/2018,600.9,0.795093681,,6/9/2018,0.293381739,0.518452972,0.54084551,0.795093681
6/10/2018,0.659514,0.286745217,,6/10/2018,117.56,0.507445936,,6/10/2018,7499.55,0.531423166,,6/10/2018,594.35,0.786426908,,6/10/2018,0.286745217,0.507445936,0.531423166,0.786426908
6/11/2018,0.586198,0.254868696,,6/11/2018,106.54,0.459878275,,6/11/2018,6799.29,0.48180227,,6/11/2018,524.86,0.694479729,,6/11/2018,0.254868696,0.459878275,0.48180227,0.694479729
6/12/2018,0.602136,0.261798261,,6/12/2018,107.43,0.463719946,,6/12/2018,6905.82,0.489351058,,6/12/2018,532.71,0.704866624,,6/12/2018,0.261798261,0.463719946,0.489351058,0.704866624
6/13/2018,0.562845,0.244715217,,6/13/2018,100.8,0.435101653,,6/13/2018,6596.88,0.467459361,,6/13/2018,498.02,0.658965809,,6/13/2018,0.244715217,0.435101653,0.467459361,0.658965809
6/14/2018,0.535435,0.232797826,,6/14/2018,93.99,0.405706393,,6/14/2018,6342.75,0.449451538,,6/14/2018,478.38,0.632978723,,6/14/2018,0.232797826,0.405706393,0.449451538,0.632978723
6/15/2018,0.560062,0.243505217,,6/15/2018,101.11,0.436439763,,6/15/2018,6674.08,0.472929805,,6/15/2018,520.48,0.688684238,,6/15/2018,0.243505217,0.436439763,0.472929805,0.688684238
6/16/2018,0.537106,0.233524348,,6/16/2018,96.58,0.416886088,,6/16/2018,6455.45,0.457437536,,6/16/2018,490.41,0.648896475,,6/16/2018,0.233524348,0.416886088,0.457437536,0.648896475
6/17/2018,0.535536,0.232841739,,6/17/2018,97.72,0.42180688,,6/17/2018,6545.53,0.463820666,,6/17/2018,499.46,0.660871176,,6/17/2018,0.232841739,0.42180688,0.463820666,0.660871176
6/18/2018,0.52882,0.229921739,,6/18/2018,95.77,0.413389735,,6/18/2018,6510.07,0.461307946,,6/18/2018,499.38,0.660765322,,6/18/2018,0.229921739,0.413389735,0.461307946,0.660765322
6/19/2018,0.538614,0.23418,,6/19/2018,98.73,0.42616653,,6/19/2018,6742.39,0.477770298,,6/19/2018,519.02,0.686752408,,6/19/2018,0.23418,0.42616653,0.477770298,0.686752408
6/20/2018,0.549738,0.239016522,,6/20/2018,98.96,0.427159321,,6/20/2018,6770.76,0.479780615,,6/20/2018,538.51,0.712541018,,6/20/2018,0.239016522,0.427159321,0.479780615,0.712541018
6/21/2018,0.539228,0.234446957,,6/21/2018,97.88,0.422497518,,6/21/2018,6780.09,0.480441745,,6/21/2018,536.45,0.709815285,,6/21/2018,0.234446957,0.422497518,0.480441745,0.709815285
6/22/2018,0.535091,0.232648261,,6/22/2018,96.94,0.418440022,,6/22/2018,6737.88,0.477450716,,6/22/2018,527.19,0.697562718,,6/22/2018,0.232648261,0.418440022,0.477450716,0.697562718
6/23/2018,0.487309,0.211873478,,6/23/2018,85.09,0.367289679,,6/23/2018,6090.1,0.431548589,,6/23/2018,466.27,0.616955118,,6/23/2018,0.211873478,0.367289679,0.431548589,0.616955118
6/24/2018,0.491773,0.213814348,,6/24/2018,82.74,0.35714594,,6/24/2018,6164.28,0.436805034,,6/24/2018,474.77,0.628202075,,6/24/2018,0.213814348,0.35714594,0.436805034,0.628202075
6/25/2018,0.477106,0.207437391,,6/25/2018,80.37,0.346915872,,6/25/2018,6171.97,0.437349953,,6/25/2018,455.94,0.603286758,,6/25/2018,0.207437391,0.346915872,0.437349953,0.603286758
6/26/2018,0.482381,0.20973087,,6/26/2018,81.82,0.353174774,,6/26/2018,6253.55,0.443130766,,6/26/2018,460.73,0.609624749,,6/26/2018,0.20973087,0.353174774,0.443130766,0.609624749
