X,r0,r2,r3,r5,r7,r10,r12,r17,r18,r23,r25,r28,r30,r32,r33,count
624,,,,,,,12,,,,,,,,,1
625,0,,,,,,,,,,,,,,33,2
626,,,3,,,,,,,,,,30,,,2
627,,,,,7,,,,18,,,28,,,,3
628,,2,,,,10,,,,,,28,,,,3
629,,,,,,,,,,,,,,,,0
630,,,,5,,,,,,23,,,,,,2
631,,,3,,,,,,,,,,,,33,2
632,,,,5,7,,,,,23,,,,,,3
633,,,3,,,,,,,,,,,,,1
634,,,,,,,,,,23,,,30,,,2
635,0,,,,,,,,,,,,,32,,2
636,,,,,,,12,,,,25,,,,,2
637,,,,,7,,,,,,,,,,,1
638,0,,,,,,,,18,,,,,,,2
639,,,,,,,,17,,,25,,30,,,3
640,0,,,,,,,,,,,,,32,,2
641,,,,,,,12,,,,,,,,,1
642,,,3,,,,,17,,,,,,,33,3
643,,,,,,,,,,,,,30,,,1
644,,,,,7,,,,18,,25,,,32,,4
645,,2,3,,,,,,,,25,,,,33,4
646,,,,,,10,,,,,,,,,,1
647,,,,,7,,,,18,,,,,,33,3
648,,,,,,,,,,,,,,,,0
649,,,,,,,,,18,,,,,32,,2
650,,,,,,,,17,,,25,,,32,,3
651,0,,,,7,,,17,,,25,,,,,4
652,,,,5,,,12,,,,,28,,,33,4
653,,,,,,,,,,,,,,,,0
654,0,,,,,,,,,,,,,,,1
655,,,,,,,,,,,,,,,,0
656,,,,,,,,,18,,25,,,,,2
657,,,,,,,,,18,,,,,,,1
658,0,,,,,10,,,,,,,,32,,3
659,,2,,,,10,,,,,,,30,,,3
660,,,,,,,,,,,,,,,33,1
661,,,,,,,,,,,,,,,,0
662,,,,,,,,17,,,,,30,,,2
663,,,,,,,12,,,23,,,,,,2
664,,,3,,,,,,,,25,,,,,2
665,,2,,,,,,,,,,,,,,1
666,,,,,,,,,18,,,,,,,1
667,0,,,,,,,,,,,,,,,1
668,,,,,,,,,,23,,,,,,1
669,,,,,,10,,,,23,,,,32,,3
670,,,,5,,10,,,,23,,28,,32,,5
671,,,,,,,,,,,,,,,,0
672,,,,,,10,,17,,,,,,,,2
673,,,,,,,,,,,,28,30,,,2
674,,,,,,,,,,23,,28,,,,2
675,,,3,,,,,17,,,,,,,,2
676,0,,,,,,,,,23,,,,,33,3
677,,,,,,,,,,,,,,,,0
678,,,,,,,,,,,,,,,,0
679,0,,3,,,,,,18,,,28,,,33,5
680,,,,,,,12,,,,,,30,,,2
681,,,,,,,,17,,,,,,,,1
682,,,,,7,,,,,,,,,,,1
683,,,,,,,12,,,23,,,,,,2
684,,2,,,,,,,,,,,,32,,2
685,,,,5,,,,,,,,,,,,1
686,,2,,,,,,17,18,,,,,,,3
687,,,,,,,,,,23,,,,,,1
688,0,,,,,10,,,,,,,,,,2
689,,,,,,,,,,,,,,,33,1
690,,,,,,,,,18,,,,,,,1
691,,,,,,,,,,,,,,,,0
692,,,,,,,,,,,,,,32,,1
693,,,3,,,,12,,,,25,,,32,,4
694,,,3,,,,,,,,,,,32,,2
695,,,3,,,10,12,,18,,,,,,,4
696,,,,,,,,,,23,,,,,,1
697,,2,,,,,,,,,25,,,,,2
698,,,,,,,,17,,,,,,,,1
699,,,,,,,,17,,,,,,,33,2
700,,,,5,,,,,,23,,,,,,2
701,0,,3,,,,,,,,,,,,,2
702,,,,5,,,,,,,,,,,,1
703,,,,,7,,,,,,,,,,,1
704,,,,,,,,,,,,,,,,0
705,,2,,,,,,17,,,25,,,,,3
706,,,,,7,,,,,,,,,,,1
707,0,,,,,,,,,,,,,,33,2
708,,2,,,7,,,17,,,,,30,,,4
709,,,,,7,,,,,,,28,,,,2
710,0,2,,,,10,,,,,25,,,,,4
711,,,,,,,,,18,,,,30,,,2
712,0,2,,,7,,,,18,,,,,32,,5
713,0,,,,,,,,18,,,,30,,,3
714,,,,5,,,,,,,25,,,,,2
715,,,,,,10,12,,,,25,,,,,3
716,,,3,,,,,,,,,,,,,1
717,,,3,,,,,,,,,,,,33,2
718,,,,,,,,17,,,,,30,,,2
719,0,,3,,,10,,,,,,,30,,,4
720,,,,,7,,,,,23,,,30,,,3
721,,,,,,,,,,,,,,,33,1
722,,,,,,,,,,,25,,,,,1
723,,,3,,,,12,,18,23,,,,,33,5
724,0,,,,7,,,,,,,,,,,2
725,,,,,,,,,,,,28,,32,,2
726,0,,,,,,12,,,23,,,30,,,4
727,,,,,,,,,,,25,28,,,,2
728,,,3,,,10,,,,,,,,32,,3
729,,,,,,,,,,,,,30,,,1
730,,,,,,,,,18,,,,,,,1
731,0,2,,,,,,,,,,,,,,2
732,,,,,,,,,,,,28,,32,,2
733,,,3,,,,,,,,25,,,,,2
734,,,3,,7,,12,,,23,,,,,,4
735,,,,,,,,,,,,,,,,0
736,,2,,5,,10,,,18,,,,,,,4
737,,,3,,,,,17,,,,,,,,2
738,,,,,,,,17,,,,,,,,1
739,,2,,,,,,,,,,,,32,,2
740,,,,,,,,,,23,,,30,,,2
741,,,,,,,,,18,,,,,,,1
742,,,,5,7,,12,,,,,,,,,3
743,,,,5,,,,,,,,,,,33,2
744,,,3,,,,,,,,,,30,,,2
745,,,,,7,,,,,,,,,,,1
746,,,3,,,,,,,23,,,,,,2
747,,,,5,,,12,,,,,,30,,,3
748,,,,,,,,,,23,25,,,32,33,4
749,,,,,,10,,,,23,,,,,,2
750,,,,,,10,,,,23,,28,,,,3
751,,,,,,10,,,,,,,,,,1
752,,2,,,,,,,,,,,,,,1
753,,2,,,,,,17,,,,,,,,2
754,,,3,,,,,,,,,,,,,1
755,,,,,,,,,,,,,,,33,1
756,0,,,,,,,,,,,,,,,1
757,,,,,,,,,,,,,,,33,1
758,,2,,,,,,,,,,28,,,,2
759,,,,,,,,,,,25,,30,,,2
760,,,,5,,,12,,,23,,,,32,,4
761,,,,,,10,,,,,,28,,,,2
762,,2,,,,10,12,,,,,,,,,3
763,,,,,,,,,,,,,,,,0
764,,,,,7,,,,,,,,30,,33,3
765,0,,,,,10,,17,,,,,,,,3
766,,,3,,,,,,18,,,,,,,2
767,,,,,,,,,,,,,,,,0
768,,,,,,10,,,,,,,30,,,2
769,,,,,,,12,,,,25,,,,,2
770,,,,5,7,,12,,,,,,30,,,4
771,,2,,,,10,,,,,,,,,,2
772,,,,,,,,,,,,28,,,,1
773,,,,,,10,,,,,,,,,33,2
774,,,,,,,,,,,,,,,,0
775,0,,,,,,12,,,,,,,,,2
776,,2,,,,10,,17,,,,28,,,,4
777,0,,,,,,,,,23,,,,,,2
778,,,,5,,,,17,,,,,,,,2
779,,,,,,,,,,,,,,,,0
780,,,,,,10,,,,,,,30,32,,3
781,,,,,,,,,,23,,,,,,1
782,,2,,5,,,,,,,,,,,,2
783,0,,3,,,,,,,,,,,32,,3
784,,,,,,,,,,,,,,,33,1
785,,,,,,,,,,,25,,,,33,2
786,,,,,,,,,,,,,,,,0
787,,,,,7,,,,,,,,,,,1
788,,,,,,,12,,18,,,,,,,2
789,,2,3,5,,,,,,,,,,,,3
790,,,,,,,,,,,,,,,,0
791,,,,,,,,,,,,,,32,,1
792,,,,5,,,,,,,,,,,,1
793,,,,,,,12,,,23,,,,,,2
794,0,,,,7,,,17,18,,,,,,,4
795,,,,,,,12,,,,,28,,,,2
796,,,,,,,,,18,,25,,30,,,3
797,,,,,,,12,,,,,,,,,1
798,,,,,7,,,,,,,,,,33,2
799,,,,,,,12,,,,,,,,,1
800,,,,,,,,,,,,,,,,0
801,,,,,,,,,,,,,,,,0
802,,,,5,,,,,,,,,30,,,2
803,0,,,,,,,,,,,,,,,1
804,,,,,,10,,,,,,28,,,,2
805,,,3,,,,,,,,,28,,32,,3
806,,,,,,10,,,,,,,,,,1
807,,,,,,,,,,,,,,,,0
808,,2,,,,,12,,,,,,,,,2
809,0,,,,,,,,,,,,,,,1
810,0,,,,,,,,,,,,,,,1
811,,,,,7,10,,,,,,,,,,2
812,,,3,,,,,,,,,,,,,1
813,,,,5,,,,,,,,,,,,1
814,,,,,,,,,18,23,,,,,,2
815,,2,3,,,,,17,,,,,,,,3
816,,,,,7,,,,18,,,,30,,,3
817,,,,,,,,17,,,,,,32,,2
818,,,,,,,,,,,,,,,,0
819,,,,,,,,,,,,,30,,,1
820,,,3,,,,,,,,,,,,,1
821,,2,,5,,,,,18,,,,,,,3
822,,,,,,,,,,,,,,,,0
823,,,,,,,,,,,,,,32,,1
824,,,,,,,,,,,25,28,,,,2
825,,,,,7,,,,18,,,,30,,,3
826,,,,,,,,,,,,,,,,0
827,0,,,,,,12,,18,,,,,,,3
828,,,,,,,,,,23,,28,,,33,3
829,,,,,,,,,,,,28,,,,1
830,,,,5,,,,,,,,28,,,,2
831,,,,,,10,,,,,,,,,,1
832,,,,,7,,,,,,,,,,,1
833,0,,,,,10,,,,23,25,,,,,4
834,,,,,,,,,,,,,,,,0
835,,,,,7,,,,,,,,,,,1
836,,,,,,,12,,,,,,,,33,2
837,,2,,,,,,,,,,28,,32,,3
838,,2,,,7,,12,,18,,,,30,,,5
839,,,,,,,,,,23,,,,,,1
840,,,3,,,10,,,18,,25,,,,33,5
841,0,,,,,,,17,,,,28,30,,33,5
842,,,,,,,,17,,,,,,32,,2
843,,,,,,,,,,,,,30,,,1
844,,,,,,,,,,,,,,32,,1
845,,,,,,,,,,,,,,,,0
846,,,3,,,,,17,,,,,30,,,3
847,,,3,,,,,,,,,28,,,33,3
848,,2,,,,,,,,,,28,30,,,3
849,,,,,,10,,,,,25,,,,33,3
850,,,,,,10,,17,,,,,,32,,3
851,,,,,,,,,18,,,,,,33,2
852,,2,,,,,,,,,,,,,,1
853,,,,,,,,,,,,,,,,0
854,,,,,7,,,,,,,,,,,1
855,,,,5,7,,,,18,23,,28,,,,5
856,,,,,,10,,,,23,,,,32,,3
857,,,,5,,,,17,,,,,,,,2
858,0,,,,,10,,,18,,,,,,,3
859,,,,,,,,,,,25,,,,,1
860,,,,,,,,,,,25,,,,33,2
861,,,,,,,,,,,,,,32,,1
862,,,,,7,,,,,,,,30,32,,3
863,,,,,,,12,,,,,28,,,,2
864,,,3,,,10,,,,,,28,,,,3
865,,,3,,,,,,18,23,,,,,,3
866,,2,,5,,,,,,,25,28,,,33,5
867,,,,5,,10,,,18,,,,,,,3
868,,,,,,10,,,18,,,,,32,,3
869,,,,,,,,,,,25,28,,,,2
870,,2,,,,,,,,,,,,,,1
871,,,3,,,,,,,,,,30,,,2
872,,,,,,,,,,,,,30,,33,2
873,,,,,,,,,18,,,28,30,,,3
874,,,,5,,,,,,,,28,,,,2
875,,2,,,,,,,,,,28,,,,2
876,,2,,,,,,,,,,,,,,1
877,,,3,,,,,17,,,,,,,,2
878,,,,,,,,,18,,,,,,,1
879,,,3,,7,10,,,,,,,,,,3
880,,,,5,,,,17,,,,28,,,33,4
881,,,,,,10,,,,,,,,,,1
882,,,,,,,,,,,25,,,,,1
883,,,,,,,,17,,23,,,,,,2
884,,,,,7,,,,18,,,,30,32,,4
885,,,,,,,,,18,,,,,,,1
886,,,,,,,,17,,,,28,,,,2
887,,,,5,,,,,18,,,,,,,2
888,0,,,,,,,17,,,,28,,,,3
889,,,3,,,,12,,,,,,30,,,3
890,,,,,,,,,,,,28,,,,1
891,,,3,5,,,,,18,,,,,,,3
892,,,3,,,,,,,,25,,,,,2
893,,,,,,,,17,18,,,,,,,2
894,,,,,,,,,,,,28,,,,1
895,,,,,,,,,,,,,,,,0
896,,,,,,,,,,,,,,,,0
897,,,,,,,,,,,,,,,,0
898,,,,,,,,,,,,,,,,0
899,,,,,7,,12,,,,25,,,,,3
900,,,3,,7,,,,,,25,,,,,3
901,,,,,7,,,,,23,,,30,,,3
902,,,3,,,,12,,,,,,,,33,3
903,,,,,,,,,,,,28,,,,1
904,,2,,,,,,,18,,,,,,,2
905,,,,,,,,,,,,,,,,0
906,,,,,,,,,18,,,,,,,1
907,,,,,,,,,18,,,,,,33,2
908,,,,5,,,,,,,,,,,,1
909,0,,,,,,,,,,,,,,,1
910,,,,,7,,,,,,25,,,,33,3
911,,,,5,,,,,,23,25,,,,33,4
912,,2,,,7,,,,,,25,,,,,3
913,,,3,,,,12,17,,,,,,,,3
914,,,,,,,,,,,,,,,,0
915,,,,,7,,,,,,,28,,32,,3
916,,,,,,,,17,,23,,,,,,2
917,,2,,,7,10,,,,,,,,,,3
918,,,,,,,,,18,,,,,,33,2
919,,,,,,,,,,,,,,32,,1
920,,,,,,,,,,,,,30,,,1
921,,,,,,,,,,,,,,32,,1
922,,,,,,,,,,,,,,32,,1
923,,,,5,7,,,,18,,,,,,,3
924,,,,5,,,,,,,,,,,,1
925,,,3,,,,,,,,,,,,,1
926,,,,,,,,,,,,,,,,0
927,,2,,,,,,,,,,,,32,33,3
928,,,,,,,,,,,,28,,,,1
929,,,,,,,12,,,,,,,,,1
930,,,,,7,,,,,,,,,,,1
931,,,,5,,,,,,,,,,,,1
932,,2,3,,,,,,,,,,,,,2
933,0,,,,7,,,,,,,,,,,2
934,,,,5,,,,,,23,,,,,,2
935,,,,,,,,,,,25,,,32,,2
936,,,,,,,,17,,,,,,,,1
937,0,,,,,,,17,,,,,,,,2
938,,2,,,,,,,,,,,30,,,2
939,,,,,,,,,18,,25,,30,32,,4
940,,,,,,,,,,,,28,,,33,2
941,,,,,,,,17,,,,,,,,1
942,,,,,,,12,,,23,25,,,,,3
943,,,,,,,,,,,,,,32,,1
944,,,3,,,,,,18,,,,,,33,3
945,,2,,,,,,,,,,,,,,1
946,,,,,,,,,,,,28,30,,,2
947,,,,5,,,12,,,,,28,,,,3
948,,,,,,,12,,,,,,,,,1
949,,,,,,,,,,,,,,,33,1
950,0,,,,,,,17,,,,,,,,2
951,,,,5,7,,,17,,,,,,,,3
952,,2,,,,,,,,,,,,,,1
953,,,,,,,,,,,,,,,,0
954,,,,,7,,,,,,,,,,,1
955,,,,,,,,,,,,,,,,0
956,,,,,,,,,18,,,28,,,,2
957,,,3,,,,,,,,25,,,,,2
958,,,,5,,,,,,,,,,,,1
959,,2,,,,10,,17,18,,,,,,,4
960,,,,,,,,,,,,28,,,,1
961,,2,3,,,,,,,,,,,,,2
962,,,,,7,,,,18,,,,,,,2
963,,,,,,10,,,,,,,,,,1
964,,,,,,,,,,,,,,,33,1
965,,,,,,,,17,,,,,,,,1
966,,,3,,,,12,,,,,,,,,2
967,,,,,,,,,,23,,,,,,1
968,,,,5,7,10,12,17,,23,25,,30,,,8
969,,,,,,,,,,,,28,,,,1
970,,,,,,,12,,18,,,,,,,2
971,0,,,,,10,,,,,,,,,,2
972,,,,,7,,,,,,,,30,,,2
973,0,,,5,,,,,18,,,,30,,,4
974,,,,,,10,,,,,,,,,,1
975,0,,,,7,,,,18,,,,,,,3
976,,,,,,,12,,,,,,,,,1
977,,,,,7,,,,,,,,,,,1
978,,,3,,7,,,,,,,,,,,2
979,,,,,,,12,,,,,,,,,1
980,,,,,,,,,,,25,,,32,,2
981,,,,,,,12,,,,,28,,,,2
982,,,,5,,10,,,,,,,,32,,3
983,,,,,,,,,,,,,,,,0
984,0,,,,,,,,,,,,30,,,2
985,,,,,,10,,17,,,,,,,,2
986,,,,,,,,,,23,,,30,,,2
987,,,,,,10,12,,,,,,,,,2
988,0,,,5,7,,,,,,,,,32,,4
989,,,,5,,,,,18,,,,,,,2
990,,,,,,,12,17,,,,,,,,2
991,,,,5,,,,,,,,28,,,,2
992,,,,,,,12,,,23,,,30,32,,4
993,,,,,,10,,,,,,28,,,,2
994,,,,,,,,,,,25,,,32,,2
995,,2,,,7,,,,,,,,,,,2
996,,,,,7,,,,18,,,,,,33,3
997,,,,,,,,,,,,,,,33,1
998,0,,,,7,,,,,23,,,,,,3
999,,,,5,,,,,,23,,,,,,2
1000,,,,,,,,,,,,,,32,,1
1001,,,,,,,,,18,,25,,,32,,3
1002,,,,,,,,,,,,,30,,,1
1003,,,,,,,,,,,,,30,,,1
1004,,,,,,,12,,,,,,,,,1
1005,0,2,,,,,,17,,,,28,30,,,5
1006,,,,,,,,,,,,,,,,0
1007,,,,5,,,,17,,,,,,32,,3
1008,,2,,,,,,,,,,,,,33,2
1009,0,,,,7,,,,,,,,,,,2
1010,,,,,,,,,18,,,,,,,1
1011,,,,,,,,,,,,,,,,0
1012,,,,,,,,,,,25,,,,,1
1013,,,,,,,,,,23,,,,,,1
1014,,,,,,,,,,,,,,32,,1
1015,,,,,,,,,,23,,,,,,1
1016,0,,,,,,,,,,,,,,,1
1017,,,,,7,,,,,,,,,,,1
1018,,,,,,,,,,,,28,,,,1
1019,,,3,,7,,,,,,,,,,,2
1020,,2,,,,,,,,,,,,,,1
1021,,,,,,,12,,18,,25,,,,,3
1022,,,,,,,,,,,,28,,,,1
1023,,,,,,,,,,,,,,,,0
1024,,,,,,,,17,,,,,,,,1
1025,,,,,,,,17,,,,,,,,1
1026,0,,,,,,,,,,,,,,,1
1027,,,3,,,,,,,,,,,,,1
1028,,,,,,,,17,,,,,,,,1
1029,,,,,,,,,,,,,,,,0
1030,,,3,,,,12,,,,,,,,,2
1031,,,,,7,10,,,,23,,,,,,3
1032,,,,,,10,,,,,,,30,,33,3
1033,,,,,,,12,,,,,,,,,1
1034,,,,,,10,,,,,,28,,,33,3
1035,,2,3,,,10,,,,,,28,,,,4
1036,0,,3,,,,,,,,,,,,,2
1037,,,,,,,,,,23,,,,,,1
1038,0,,,,,,,17,,,,,,,,2
1039,,,,,,,,,,,,,,,,0
1040,,,3,,,10,,,,,25,,,,,3
1041,,,3,,,,,,18,,,,,,,2
1042,,,,,,,,,,,25,28,,,33,3
1043,,,,,,,,,,,,,,,,0
1044,,,,,,,12,,,,,28,,,,2
1045,,,,,,,,,,,,,,,33,1
1046,,,3,,,,,17,,23,,,,,,3
1047,,,,,,,12,,18,,25,,,,,3
1048,,,,,,,,,,,,,,,,0
1049,,,,,,,,,,,,,30,,,1
1050,,2,,,,,,,,,,,,,,1
1051,,,,,,,,,,,25,28,,32,,3
1052,,2,,,,,,,,,25,,,,,2
1053,,,,,7,,12,,,,,,,,,2
1054,,,,,,10,12,,,,,,,,33,3
1055,,,,,,,12,,18,,,28,,,,3
1056,,,,,,,,,,,,,,32,,1
1057,,,3,,,,12,,,23,,,30,32,,5
1058,,,3,,,,,,,,,28,,,,2
1059,,,,,,,,,,,,,,,,0
1060,,,,,,,,,,,,,,32,,1
1061,,,,5,,,,,,,,28,,,33,3
1062,,,,5,7,,,,,,,,,,33,3
1063,,2,,,,,,,18,,,,,,,2
1064,0,,,,,,,,18,,,,,,,2
1065,,,,5,,,,,18,,,,30,32,,4
1066,,,,,,10,,,,,,,,,,1
1067,0,,,,,10,,,,,,,,,,2
1068,,,,,,,,,,,,,,,,0
1069,,,,,,,,,,,,,,,,0
1070,,,,,,,,,,,,,,,,0
1071,0,,,,,,,,,,,28,,,,2
1072,,,,,7,,,17,,,,28,,,,3
1073,,2,3,,7,,,,,,,,,,33,4
1074,,,,,7,,12,,,,,,,,,2
1075,0,,3,5,,,,,,,,,,32,,4
1076,,,,,,,,,,,,,,,,0
1077,,,,5,,,,,,,,,,,,1
1078,0,,,,,,12,,,,,28,,,,3
1079,,,,,,,,,,,,,,,,0
1080,,,3,,,,,17,,,,,,,,2
1081,,,,,,,,17,,,,,30,,,2
1082,,2,,,,,,,,,,,,,,1
1083,,,,,7,,,17,,23,,,30,,33,5
1084,,2,,,,,,,,,,,,,,1
1085,,,,,,,,,,,,,,,,0
1086,,,,,,,,,,23,,,,,,1
1087,,,,5,,,,,,,25,,,,,2
1088,,,,5,7,,,,,23,,,,,,3
1089,,,,,7,,,,18,,,,,32,,3
1090,,2,,,,10,,,,,,,,,,2
1091,,,,,,,,,,23,,,,,,1
1092,,,,,,,,,,,,,,,,0
1093,,,3,,,10,,,18,,,,,,,3
1094,,2,,5,,,,,18,,,,,,33,4
1095,,2,,5,,,,,,,,,,,,2
1096,,,,,,,,,,,25,,30,,,2
1097,,,3,,,,,,,,,,,32,,2
1098,,,,,,,,,,,,,,32,,1
1099,,,,,,,12,,,,25,,,,,2
1100,0,,3,,,,,,18,,,,,,,3
1101,,,,,,10,,,,23,,,,,,2
1102,,2,,,7,10,,,,,,,,32,,4
1103,,,,,,,,,,,,,,32,,1
1104,0,,,,,,,,,,,,,,,1
1105,0,,,5,,,,,,23,,,,,,3
1106,,,,,,,,,,,25,,,,33,2
1107,,,,,,,,,,,,,,,,0
1108,,,,5,,,12,,,,,,,,,2
1109,,,,,,,12,,,,,,30,,,2
1110,,,,,7,10,,,,,,,,,,2
1111,,,3,,,,,,18,,,,,,,2
1112,,,,5,,,,,,,,28,,,,2
1113,,,,,,,,,,,25,,,32,,2
1114,0,,,,,,,,,,,,,,,1
1115,,,,,7,,,,,,,28,,32,,3
1116,,,,,,,,17,,,,28,30,,,3
1117,,,3,,,,,,,,,,,,,1
1118,,,,5,,,,,,,,,30,,33,3
1119,,,3,,,,,,,,,,,,,1
1120,,,,,7,,,,18,,,,,,,2
1121,,,,5,,,,,,,,,,,,1
1122,,,,,7,,,,,,,28,,32,,3
1123,,,,,,10,,,,,,,,,,1
1124,,,,,,,,,,,,28,,,,1
1125,,,,,,,,,,,,,,,,0
1126,,,3,,,,,,,,,,,,,1
1127,,,,5,,,,17,,,,,,,33,3
1128,0,2,,,,,,17,,,,,,32,,4
1129,0,,,,,,12,,,,,,,,,2
1130,,,,,,,,,,,,,,,,0
1131,,,,,,,,,,,,,30,,,1
1132,,,,,,,,,,23,,,,,,1
1133,,,,,7,,,,18,,25,,,,,3
1134,,,3,,,,,,,,,,,,,1
1135,,2,,,,,,,,,,,30,,,2
1136,,,,,,,,,,,,28,,,,1
1137,,,,,,,,,18,,25,,,,,2
1138,,,,,,,,,,,,,,,,0
1139,,,,,7,,,,,,,,,,33,2
1140,,,,5,,,,,,,,,,,,1
1141,,,,,,,,17,,,,,,,,1
1142,,,,5,,,,,,,,,,,,1
1143,,2,3,,,,,,,,,,,,,2
1144,,,3,,,,,,18,,,,,,,2
1145,,,,,,,,,,23,,,,,,1
1146,,,,,,,,,,,,,,,,0
1147,,2,,,,,,,,,,,30,,33,3
1148,,,,,,,,,,,,,30,,,1
1149,,,,,,,12,17,,,,,,,,2
1150,,2,,,,10,,17,,,,,,,,3
1151,,,,,,,12,,,,,,,,,1
1152,0,,,,,10,,,,23,,,,,,3
1153,,,,,7,,,,,,,,,,,1
1154,,,,,,,,,18,,,,30,,,2
1155,,,,,,,,,,,,,30,,,1
1156,,,,,,,,,,,,,,,,0
1157,,,,,,,,,,,25,,,,,1
1158,,,,,,,,,,,,,,,,0
1159,,2,,,7,,,,,,,,,,33,3
1160,,,,,,,12,17,18,,,,,,,3
1161,,,,,,,,,,,,,,,,0
1162,,,,,,,,,,23,,,,,33,2
1163,,,,,,,12,,,,25,,,,,2
1164,,,,,,,,,,,,,,,33,1
1165,,,3,,,,,,,,,,,32,,2
1166,0,,,,,,,,,,,,,,,1
1167,,,,,,10,,17,,,,,,,,2
1168,,,,,,,,,,23,,,,32,,2
1169,,,,5,,,12,17,,23,,,,32,,5
1170,,,,,,,,,,,25,,,,33,2
1171,0,,,,,,12,,,,,,,,,2
1172,0,2,,,,,,,,,,,,,33,3
1173,,,,,,,,,,,,,30,,,1
1174,,,,,,,12,17,,,,28,,,,3
1175,,,,,,10,,,,,,,30,,,2
1176,,,,,,,,,18,,,,,,,1
1177,,,,,,,,,,,,28,,,,1
1178,,2,,,,,,,,,25,,,,,2
1179,,2,3,,,10,,17,,,,,30,,,5
1180,,2,,,,,,,,,,,,32,33,3
1181,,,,,,,,,18,,,28,,32,,3
1182,,,,,,,12,,,,,,,,,1
1183,,,,,,,,,,,,,,,,0
1184,0,,,,,,,,,,,,,,,1
1185,,,3,,7,,,,,,,,,,,2
1186,,,,,,,12,,,,,,,,,1
1187,,,,,,,,,,,25,28,,,,2
1188,,,3,,,10,,,,,,,,,,2
1189,,,,,,,,,,,,28,,,,1
1190,,,,,,,12,,,,25,,,,,2
1191,,,,,,,,,,,,,,,,0
1192,,,,,,,,,,,,,30,,,1
1193,,,,,,,,,,,,,,,,0
1194,0,2,,,,,,,,,,,,,,2
1195,0,,3,,,,,,18,,,,,,,3
1196,,,3,,7,10,12,17,,,,,,,,5
1197,,,,,,10,,,,,,,,,,1
1198,,,,5,7,,,,,,,,,,,2
1199,0,,,,7,,,,,,25,,30,,,4
1200,,,,,,,,,,,,,,,,0
1201,,,,,,,,,,,,,,,,0
1202,,,,,,,,,,,,,,,,0
1203,,,,,,,,,,,,,,,33,1
1204,,,,,,,12,,,,,,,,,1
1205,,,,,,,,,18,,,,,,,1
1206,,,,,,,,,18,,,,,,,1
1207,,,,,,,,,,23,,28,,,,2
1208,0,,,,,,,,18,,,,,,,2
1209,,,3,,,10,,,,,25,,,,,3
1210,,,,,,,,,18,,,,30,,,2
1211,,,,,,,,,,,,,30,,,1
1212,,,,,,,,,,,,,,,,0
1213,0,,,,,,,17,,,,,,,33,3
1214,,,,,,,,,,,,,,,,0
1215,,,,5,7,,,17,,,,,,,,3
1216,,,,,,,,,18,,,,,,,1
1217,,,3,,,,,,,,,,,,,1
1218,,,,,,10,,,,23,,,,32,,3
1219,,,,5,7,,,,,,,,,,33,3
1220,,,,,,,,,,,,,,32,,1
1221,,,,,,10,,,,,,28,,,,2
1222,,,,,,,,17,,,,,30,,,2
1223,,,,,,,12,,,,,,,,,1
1224,,,,,,,,,,,,,30,,,1
1225,,,,,,,,17,,,25,,,,,2
1226,,,,,7,,,,,,,,,,,1
1227,,,3,,7,,,,,,,,,32,33,4
1228,,,,,,,,,18,,,,,,,1
1229,,,3,,,,,,,,,,,,,1
1230,,,3,5,,,,,,,,,,,,2
1231,,,,,,,,17,,,,,,,,1
1232,,,,,,,,,,,,,,,33,1
1233,,,,,,,,,,,,,,32,,1
1234,,,3,,,,12,,,,,,,,,2
1235,,,,5,,,,17,,,,,,,,2
1236,,,,,,10,,,,,,,,,,1
1237,,2,,,,,,,,,,,,,,1
1238,,2,,5,,,,,,,,,,,,2
1239,0,,3,,,,,,,,,,,,,2
1240,,2,3,,,,,,,,25,,,,,3
1241,,,,,,,,,,,,,,,33,1
1242,,,,,7,,,,,,,,,32,,2
1243,,,,5,,,,,,23,,,,,,2
1244,,,,,,,,,,,,,,32,,1
1245,,,,,,,,,,,,,,32,,1
1246,,,,,,,,,,,,,,,,0
1247,,,,,,,,17,,,,,30,,,2
1248,,,,5,,,12,,,,,,,,,2
1249,,,,,,10,,,,,,,,,,1
1250,,2,,,7,,,,,,25,,,,,3
1251,,,,5,,,12,,,,,,,,,2
1252,,,,,,,,,,,,,,,,0
1253,,,,,,,,,,23,,,,,,1
1254,,,,,,10,,,,,25,,30,,,3
1255,,,,,,10,,,,,,,,,,1
1256,0,,,,,10,,,18,,25,,,32,,5
1257,,,,,,10,,,,,,28,,,33,3
1258,,,,,,,,,,,,,,,,0
1259,,,,,,,,,,23,,,,,,1
1260,0,,,,,,,,,,,,,32,,2
1261,,,3,,,,,,,,25,,,,,2
1262,,,,,,,12,,,,,,,,,1
1263,,,3,,7,,,,18,,,,,,,3
1264,,,,,,,12,17,,,,,30,,,3
1265,,,,,,10,,,,,,,,,,1
1266,,2,,,,,,,,,,28,,32,,3
1267,,2,,,,,,,,,,,,,,1
1268,,2,,,,,12,,,,,28,,,33,4
1269,0,,,,,,,,,,,,,32,33,3
1270,,,,,,,,,,23,,,,,33,2
1271,,,,,,,,,,,,,,,,0
1272,,2,,,,,,,18,,,,30,,,3
1273,,,,,,10,12,17,,,25,,,32,,5
1274,,,,,,,12,,18,23,,,30,,33,5
1275,,,,,,,,,,,25,,,,,1
1276,0,,,,,,,,,,,,,,,1
1277,,,,,,,,,,,,,,,,0
1278,,,,,,,,,,23,25,,,,,2
