ratio1,len1,len2,len3,len4,len5,len6,len7,len8
0.340286949,51.3572546,-2.608344541,49.80943202,-0.765057691,48.30825825,-0.559739842,-0.089942915,4.574429364
0.503924052,110.6205767,2.721539638,129.2100256,2.869328335,150.9233743,2.274789929,0.093846194,3.632678488
0.592473815,110.3862531,-1.304770433,155.6656938,-1.347108291,219.5183507,-0.729230099,-0.044992084,4.700059277
0.705114285,75.95607178,2.971706276,118.9608788,3.045087239,186.3141464,-2.684141588,0.10247263,4.265857034
0.560746228,36.3973836,1.419314331,62.61618074,1.419917691,107.7216465,1.911868672,0.048941873,2.906122428
0.409690205,64.74852545,-0.594237568,64.82862995,-0.946816079,64.90883356,-0.606340646,-0.020490951,6.432071444
0.608754916,99.5303935,2.869219443,125.4194845,2.951177331,158.0426495,2.288928481,0.098938601,3.81341284
0.682431689,65.42988854,-1.376099746,103.4295679,-1.407835475,163.4982994,-0.768705471,-0.047451715,4.691895993
0.66398777,31.22819474,2.947015256,54.71821695,3.016076883,95.87756483,-2.515001814,0.101621216,4.619771607
1.078212696,17.78350728,1.392005436,28.92025433,1.43756076,47.03128003,1.996537218,0.048000187,3.401214796
0.41583097,8.695183197,-0.571690414,11.97556069,-0.738108741,16.49350573,-0.360603971,-0.019713463,7.127872462
0.759548916,13.16596451,2.879921623,16.59232678,-2.93618099,20.91037902,-2.43515054,0.099307642,3.153482913
0.230820997,15.44062616,1.285876979,16.35991037,1.99027146,17.33392575,1.982315762,0.044340585,2.056731323
0.532991226,56.25748771,-0.881230592,61.34581848,-1.162733629,66.89437439,-0.620594432,-0.030387262,5.459650551
0.867453633,55.74746281,3.033432162,76.70835871,3.117758061,105.550495,-2.664294838,0.104601109,3.592622903
0.793255034,13.71873049,1.470281602,29.69247369,1.527741473,64.26563991,1.886941235,0.050699366,2.539006043
0.579758449,14.84015794,-0.826982365,16.02026905,-1.091752992,17.29422432,-0.35398394,-0.028516633,6.479776225
0.680628724,11.04799448,3.048518779,16.8165709,-2.728336817,25.59713959,-2.296570708,0.105121337,3.224340388
0.683736731,18.37939997,1.387676776,17.2723827,2.724541287,16.23204266,-2.483868008,0.047850923,2.027364236
0.806712859,18.89938078,1.149403999,22.53953729,1.293700652,26.88081411,1.86630889,0.039634621,2.090020475
0.506242865,21.70512196,-0.63286768,22.54994116,-0.9334639,23.4276429,-0.439899092,-0.021823023,6.689519707
0.872788533,24.00452517,3.006257204,32.08102366,-2.962661582,42.87491929,-2.522048847,0.103664042,3.187295707
0.30762168,19.05701189,1.397044456,22.89388234,1.992318095,27.50325454,1.954207814,0.048173947,2.008212884
0.576784926,48.13332364,-0.959191071,54.60618779,-1.20242175,61.94950855,-0.701773965,-0.033075554,5.431026652
0.68428028,38.92240525,3.060595523,56.9922509,2.971632019,83.45107763,2.394082097,0.105537777,4.00401693
0.39153259,21.67403782,-1.484158197,35.11177108,-1.38527704,56.88079346,-0.695865968,-0.051177869,3.732183195
0.809795482,34.3107273,2.868387716,43.58137386,-3.133595524,55.35691886,-2.664407101,0.098909921,3.702707845
0.409258874,25.28680618,1.293441183,32.73213075,1.58663417,42.36962057,1.891162232,0.04460142,1.986718937
0.475422656,51.76360954,-0.821515871,56.55359454,-1.119179873,61.78682445,-0.649437314,-0.028328133,5.850558595
0.683475708,58.34312763,2.931222617,79.70162808,3.014655084,108.8791393,-2.472566786,0.101076642,4.003713282
1.080432482,29.87701975,1.410939805,50.50122916,1.446225379,85.3624012,1.99229568,0.048653097,3.426310252
0.459767886,15.84712622,-0.577843543,20.93365582,-0.760295924,27.65283369,-0.464174119,-0.019925639,7.14047332
0.802495423,20.82164845,2.938866021,26.78943145,3.114494624,34.46766662,-2.679131727,0.101340208,3.484791006
0.409765878,9.580322808,1.396875475,15.76617506,1.520564202,25.94612738,1.893436154,0.04816812,2.311910594
0.417441605,20.47388672,-0.761348763,21.87874084,-1.073145767,23.37999166,-0.674630981,-0.026253406,5.92779839
0.531488102,28.9665558,2.869216024,37.69213273,2.911419196,49.04610959,2.329321328,0.098938484,4.139995356
0.54398705,25.66938898,-1.337655544,37.40325704,-1.354849132,54.50085464,-0.812068348,-0.046126053,4.537881555
0.403967152,21.71121603,2.894107557,32.00778045,2.86283679,47.18750013,2.362369387,0.099796812,4.686639613
0.497400729,32.11111629,-1.294319276,41.5428942,-1.287802351,53.74500354,-0.686470425,-0.044631699,4.455513702
0.746367364,33.32312087,2.952623048,46.38177098,3.083951022,64.55783922,-2.707263566,0.101814588,3.882407639
0.39440237,16.31841273,1.400395281,26.99202518,1.465946317,44.6470766,1.877092296,0.048289492,2.502883547
0.526750423,39.21527452,-0.688248396,40.28068326,-1.070525349,41.37503725,-0.593583298,-0.023732703,6.187601239
0.857762383,40.65620758,3.030411936,55.01594988,3.09800308,74.44754248,-2.356003651,0.104496963,3.573515129
1.838683337,8.841416235,1.478749911,20.47108458,1.53071493,47.39798383,2.081905302,0.050991376,3.554279326
0.342856214,4.146212016,0.751430637,4.46512068,-0.618474992,4.808558416,-0.532929572,0.025911401,4.725712718
0.419743926,13.92675641,0.540981889,12.97761034,2.745012598,12.09315114,-2.556472461,0.018654548,2.951040605
0.918394149,23.56836276,-1.070615376,27.96388367,1.271826214,33.1791732,1.919957259,-0.036917772,4.539548593
0.73503022,22.23528584,-2.63343409,23.88754462,-0.732881545,25.66257938,-0.301332306,-0.090808072,5.206455871
1.02137314,24.11289715,-3.092584842,27.00806424,-2.810344648,30.25084581,-2.319792534,-0.106640857,2.121181085
0.362556734,17.54295253,1.637629112,20.35090958,2.330929372,23.60831338,2.051053567,0.056469969,2.057928861
0.381670812,31.53474543,-1.142586702,39.06231889,-1.221393763,48.38677896,-0.736980823,-0.039399541,4.772532569
0.535231638,51.0928723,2.832446752,64.97261547,2.907710245,82.62288987,2.302988181,0.097670578,4.327107607
0.649044649,46.46080438,-1.303035626,66.59668825,-1.364655321,95.45936505,-0.783751158,-0.044932263,4.841559937
0.53093273,25.49302658,2.942758619,42.71857672,2.939264359,71.58337168,2.360397865,0.101474435,4.686621478
0.610884309,22.52327133,-1.356976591,32.88566923,-1.366462599,48.0155491,-0.78200873,-0.046792296,4.525187125
0.597094017,14.62501626,3.026091155,23.22118766,2.945091651,36.86994577,2.407650512,0.104347971,4.330401042
